issuer,metric,period_end,value,form,fy,fp,frame
Wells Fargo,net_income,2010-06-30,5609000000,10-Q,2010.0,Q2,
Wells Fargo,net_income,2010-09-30,8948000000,10-Q,2010.0,Q3,
Wells Fargo,net_income,2010-12-31,12362000000,10-K,2010.0,FY,
Wells Fargo,net_income,2011-03-31,3759000000,10-Q,2011.0,Q1,
Wells Fargo,net_income,2011-06-30,7707000000,10-Q,2011.0,Q2,
Wells Fargo,net_income,2011-09-30,11762000000,10-Q,2011.0,Q3,
Wells Fargo,net_income,2011-12-31,15869000000,10-K,2011.0,FY,
Wells Fargo,net_income,2012-03-31,4248000000,10-Q,2012.0,Q1,
Wells Fargo,net_income,2012-06-30,8870000000,10-Q,2012.0,Q2,
Wells Fargo,net_income,2012-09-30,13807000000,10-Q,2012.0,Q3,
Wells Fargo,net_income,2012-12-31,18897000000,10-K,2012.0,FY,
Wells Fargo,net_income,2013-03-31,5171000000,10-Q,2013.0,Q1,
Wells Fargo,net_income,2013-06-30,10690000000,10-Q,2013.0,Q2,
Wells Fargo,net_income,2013-09-30,16268000000,10-Q,2013.0,Q3,
Wells Fargo,net_income,2013-12-31,21878000000,10-K,2013.0,FY,
Wells Fargo,net_income,2014-03-31,5893000000,10-Q,2014.0,Q1,
Wells Fargo,net_income,2014-06-30,11619000000,10-Q,2014.0,Q2,
Wells Fargo,net_income,2014-09-30,17348000000,10-Q,2014.0,Q3,
Wells Fargo,net_income,2014-12-31,23057000000,10-K,2014.0,FY,
Wells Fargo,net_income,2015-03-31,5804000000,10-Q,2015.0,Q1,
Wells Fargo,net_income,2015-06-30,11523000000,10-Q,2015.0,Q2,
Wells Fargo,net_income,2015-09-30,17319000000,10-Q,2015.0,Q3,
Wells Fargo,net_income,2015-12-31,22894000000,10-K,2015.0,FY,
Wells Fargo,net_income,2016-03-31,5462000000,10-Q,2016.0,Q1,
Wells Fargo,net_income,2016-06-30,11020000000,10-Q,2016.0,Q2,
Wells Fargo,net_income,2016-09-30,16664000000,10-Q,2016.0,Q3,
Wells Fargo,net_income,2016-12-31,21938000000,10-K,2016.0,FY,
Wells Fargo,net_income,2017-03-31,5457000000,10-Q,2016.0,Q1,
Wells Fargo,net_income,2017-06-30,11267000000,10-Q,2017.0,Q2,
Wells Fargo,net_income,2017-09-30,15863000000,10-Q,2017.0,Q3,
Wells Fargo,net_income,2017-12-31,22183000000,10-K,2017.0,FY,
Wells Fargo,net_income,2018-03-31,5136000000,10-Q,2018.0,Q1,
Wells Fargo,net_income,2018-06-30,10322000000,10-Q,2018.0,Q2,
Wells Fargo,net_income,2018-09-30,16329000000,10-Q,2018.0,Q3,
Wells Fargo,net_income,2018-12-31,22393000000,10-K,2018.0,FY,
Wells Fargo,net_income,2019-03-31,5860000000,10-Q,2019.0,Q1,
Wells Fargo,net_income,2019-06-30,12066000000,10-Q,2019.0,Q2,
Wells Fargo,net_income,2019-09-30,16676000000,10-Q,2019.0,Q3,
Wells Fargo,net_income,2019-12-31,19549000000,10-K,2019.0,FY,
Wells Fargo,net_income,2020-03-31,653000000,10-Q,2020.0,Q1,
Wells Fargo,net_income,2020-06-30,-1726000000,10-Q,2020.0,Q2,
Wells Fargo,net_income,2020-09-30,309000000,10-Q,2020.0,Q3,
Wells Fargo,net_income,2020-12-31,3301000000,10-K,2020.0,FY,
Wells Fargo,net_income,2021-03-31,4742000000,10-Q,2021.0,Q1,
Wells Fargo,net_income,2021-06-30,10676000000,10-Q,2021.0,Q2,
Wells Fargo,net_income,2021-09-30,15798000000,10-Q,2021.0,Q3,
Wells Fargo,net_income,2021-12-31,21548000000,10-K,2021.0,FY,
Wells Fargo,net_income,2022-03-31,3671000000,10-Q,2022.0,Q1,
Wells Fargo,net_income,2022-06-30,6790000000,10-Q,2022.0,Q2,
Wells Fargo,net_income,2022-09-30,10318000000,10-Q,2022.0,Q3,
Wells Fargo,net_income,2022-12-31,13182000000,10-K,2022.0,FY,
Wells Fargo,net_income,2023-03-31,4991000000,10-Q,2023.0,Q1,
Wells Fargo,net_income,2023-06-30,9929000000,10-Q,2023.0,Q2,
Wells Fargo,net_income,2023-09-30,15696000000,10-Q,2023.0,Q3,
Wells Fargo,net_income,2023-12-31,19142000000,10-K,2023.0,FY,
Wells Fargo,net_income,2024-03-31,4619000000,10-Q,2024.0,Q1,
Wells Fargo,net_income,2024-06-30,9529000000,10-Q,2024.0,Q2,
Wells Fargo,net_income,2024-09-30,14643000000,10-Q,2024.0,Q3,
Wells Fargo,net_income,2024-12-31,19722000000,10-K,2024.0,FY,
Wells Fargo,net_income,2025-03-31,4894000000,10-Q,2025.0,Q1,
Wells Fargo,net_income,2025-06-30,10388000000,10-Q,2025.0,Q2,
Wells Fargo,net_income,2025-09-30,15977000000,10-Q,2025.0,Q3,
Wells Fargo,net_income,2025-12-31,21338000000,10-K,2025.0,FY,CY2025
Wells Fargo,net_income,2026-03-31,5253000000,10-Q,2026.0,Q1,CY2026Q1
Wells Fargo,total_revenue,2016-12-31,88267000000,10-K,2018.0,FY,CY2016
Wells Fargo,total_revenue,2017-03-31,22255000000,10-Q,2018.0,Q1,CY2017Q1
Wells Fargo,total_revenue,2017-06-30,44490000000,10-Q,2018.0,Q2,
Wells Fargo,total_revenue,2017-09-30,66339000000,10-Q,2018.0,Q3,
Wells Fargo,total_revenue,2017-12-31,88389000000,10-K,2017.0,FY,
Wells Fargo,total_revenue,2018-03-31,21934000000,10-Q,2018.0,Q1,
Wells Fargo,total_revenue,2018-06-30,43487000000,10-Q,2018.0,Q2,
Wells Fargo,total_revenue,2018-09-30,65428000000,10-Q,2018.0,Q3,
Wells Fargo,total_revenue,2018-12-31,86408000000,10-K,2018.0,FY,
Wells Fargo,total_revenue,2019-03-31,21609000000,10-Q,2019.0,Q1,
Wells Fargo,total_revenue,2019-06-30,43193000000,10-Q,2019.0,Q2,
Wells Fargo,total_revenue,2019-09-30,65203000000,10-Q,2019.0,Q3,
Wells Fargo,total_revenue,2019-12-31,85063000000,10-K,2019.0,FY,CY2019
Wells Fargo,total_revenue,2020-03-31,17717000000,10-Q,2020.0,Q1,CY2020Q1
Wells Fargo,total_revenue,2020-06-30,35553000000,10-Q,2020.0,Q2,
Wells Fargo,total_revenue,2020-09-30,54415000000,10-Q,2020.0,Q3,
Wells Fargo,stockholders_equity,2008-12-31,99084000000,10-Q,2009.0,Q2,
Wells Fargo,stockholders_equity,2008-12-31,99084000000,10-K,2009.0,FY,CY2008Q4I
Wells Fargo,stockholders_equity,2009-06-30,114623000000,10-Q,2009.0,Q2,CY2009Q2I
Wells Fargo,stockholders_equity,2009-09-30,122150000000,10-Q,2009.0,Q3,CY2009Q3I
Wells Fargo,stockholders_equity,2009-12-31,111786000000,10-K,2009.0,FY,
Wells Fargo,stockholders_equity,2009-12-31,111786000000,10-Q,2010.0,Q1,
Wells Fargo,stockholders_equity,2010-03-31,116142000000,10-Q,2010.0,Q1,CY2010Q1I
Wells Fargo,stockholders_equity,2010-06-30,119772000000,10-Q,2010.0,Q2,CY2010Q2I
Wells Fargo,stockholders_equity,2010-09-30,123658000000,10-Q,2010.0,Q3,CY2010Q3I
Wells Fargo,stockholders_equity,2010-12-31,126408000000,10-K,2010.0,FY,
Wells Fargo,stockholders_equity,2010-12-31,126408000000,10-Q,2011.0,Q1,
Wells Fargo,stockholders_equity,2011-03-31,133471000000,10-Q,2011.0,Q1,CY2011Q1I
Wells Fargo,stockholders_equity,2011-06-30,136401000000,10-Q,2011.0,Q2,CY2011Q2I
Wells Fargo,stockholders_equity,2011-09-30,137768000000,10-Q,2011.0,Q3,CY2011Q3I
Wells Fargo,stockholders_equity,2011-12-31,140241000000,10-K,2011.0,FY,
Wells Fargo,stockholders_equity,2011-12-31,140241000000,10-Q,2012.0,Q1,
Wells Fargo,stockholders_equity,2012-03-31,145516000000,10-Q,2012.0,Q1,CY2012Q1I
Wells Fargo,stockholders_equity,2012-06-30,148070000000,10-Q,2012.0,Q2,CY2012Q2I
Wells Fargo,stockholders_equity,2012-09-30,154679000000,10-Q,2012.0,Q3,CY2012Q3I
Wells Fargo,stockholders_equity,2012-12-31,157554000000,10-K,2012.0,FY,
Wells Fargo,stockholders_equity,2012-12-31,157554000000,10-Q,2013.0,Q1,
Wells Fargo,stockholders_equity,2013-03-31,162086000000,10-Q,2013.0,Q1,CY2013Q1I
Wells Fargo,stockholders_equity,2013-06-30,162421000000,10-Q,2013.0,Q2,CY2013Q2I
Wells Fargo,stockholders_equity,2013-09-30,167165000000,10-Q,2013.0,Q3,CY2013Q3I
Wells Fargo,stockholders_equity,2013-12-31,170142000000,10-K,2013.0,FY,
Wells Fargo,stockholders_equity,2013-12-31,170142000000,10-Q,2014.0,Q1,
Wells Fargo,stockholders_equity,2014-03-31,175654000000,10-Q,2014.0,Q1,CY2014Q1I
Wells Fargo,stockholders_equity,2014-06-30,180859000000,10-Q,2014.0,Q2,CY2014Q2I
Wells Fargo,stockholders_equity,2014-09-30,182481000000,10-Q,2014.0,Q3,CY2014Q3I
Wells Fargo,stockholders_equity,2014-12-31,184394000000,10-K,2014.0,FY,
Wells Fargo,stockholders_equity,2014-12-31,184394000000,10-Q,2015.0,Q1,
Wells Fargo,stockholders_equity,2015-03-31,188796000000,10-Q,2015.0,Q1,CY2015Q1I
Wells Fargo,stockholders_equity,2015-06-30,189558000000,10-Q,2015.0,Q2,CY2015Q2I
Wells Fargo,stockholders_equity,2015-09-30,193051000000,10-Q,2015.0,Q3,CY2015Q3I
Wells Fargo,stockholders_equity,2015-12-31,192998000000,10-K,2015.0,FY,
Wells Fargo,stockholders_equity,2015-12-31,192998000000,10-Q,2016.0,Q1,
Wells Fargo,stockholders_equity,2016-03-31,197496000000,10-Q,2016.0,Q1,CY2016Q1I
Wells Fargo,stockholders_equity,2016-06-30,201745000000,10-Q,2016.0,Q2,CY2016Q2I
Wells Fargo,stockholders_equity,2016-09-30,203028000000,10-Q,2016.0,Q3,CY2016Q3I
Wells Fargo,stockholders_equity,2016-12-31,199581000000,10-K,2016.0,FY,
Wells Fargo,stockholders_equity,2016-12-31,199581000000,10-Q,2016.0,Q1,
Wells Fargo,stockholders_equity,2017-03-31,201500000000,10-Q,2016.0,Q1,CY2017Q1I
Wells Fargo,stockholders_equity,2017-06-30,205230000000,10-Q,2017.0,Q2,CY2017Q2I
Wells Fargo,stockholders_equity,2017-09-30,205929000000,10-Q,2017.0,Q3,CY2017Q3I
Wells Fargo,stockholders_equity,2017-12-31,206936000000,10-K,2017.0,FY,
Wells Fargo,stockholders_equity,2017-12-31,206936000000,10-Q,2018.0,Q1,
Wells Fargo,stockholders_equity,2018-03-31,204952000000,10-Q,2018.0,Q1,CY2018Q1I
Wells Fargo,stockholders_equity,2018-06-30,205188000000,10-Q,2018.0,Q2,CY2018Q2I
Wells Fargo,stockholders_equity,2018-09-30,198741000000,10-Q,2018.0,Q3,CY2018Q3I
Wells Fargo,stockholders_equity,2018-12-31,196166000000,10-K,2018.0,FY,
Wells Fargo,stockholders_equity,2018-12-31,196166000000,10-Q,2019.0,Q1,
Wells Fargo,stockholders_equity,2019-03-31,197832000000,10-Q,2019.0,Q1,CY2019Q1I
Wells Fargo,stockholders_equity,2019-06-30,199042000000,10-Q,2019.0,Q2,CY2019Q2I
Wells Fargo,stockholders_equity,2019-09-30,193304000000,10-Q,2019.0,Q3,CY2019Q3I
Wells Fargo,stockholders_equity,2019-12-31,187146000000,10-K,2019.0,FY,
Wells Fargo,stockholders_equity,2019-12-31,187146000000,10-Q,2020.0,Q1,
Wells Fargo,stockholders_equity,2020-03-31,182718000000,10-Q,2020.0,Q1,CY2020Q1I
Wells Fargo,stockholders_equity,2020-06-30,179386000000,10-Q,2020.0,Q2,CY2020Q2I
Wells Fargo,stockholders_equity,2020-09-30,181173000000,10-Q,2020.0,Q3,CY2020Q3I
Wells Fargo,stockholders_equity,2020-12-31,184887000000,10-K,2020.0,FY,
Wells Fargo,stockholders_equity,2020-12-31,184887000000,10-Q,2021.0,Q1,
Wells Fargo,stockholders_equity,2021-03-31,187218000000,10-Q,2021.0,Q1,CY2021Q1I
Wells Fargo,stockholders_equity,2021-06-30,191262000000,10-Q,2021.0,Q2,CY2021Q2I
Wells Fargo,stockholders_equity,2021-09-30,189028000000,10-Q,2021.0,Q3,CY2021Q3I
Wells Fargo,stockholders_equity,2021-12-31,187606000000,10-K,2021.0,FY,
Wells Fargo,stockholders_equity,2021-12-31,187606000000,10-Q,2022.0,Q1,
Wells Fargo,stockholders_equity,2022-03-31,179243000000,10-Q,2022.0,Q1,CY2022Q1I
Wells Fargo,stockholders_equity,2022-06-30,177532000000,10-Q,2022.0,Q2,CY2022Q2I
Wells Fargo,stockholders_equity,2022-09-30,176189000000,10-Q,2022.0,Q3,CY2022Q3I
Wells Fargo,stockholders_equity,2022-12-31,179889000000,10-K,2022.0,FY,
Wells Fargo,stockholders_equity,2022-12-31,180227000000,10-Q,2023.0,Q1,
Wells Fargo,stockholders_equity,2023-03-31,181168000000,10-Q,2023.0,Q1,CY2023Q1I
Wells Fargo,stockholders_equity,2023-06-30,180191000000,10-Q,2023.0,Q2,CY2023Q2I
Wells Fargo,stockholders_equity,2023-09-30,180715000000,10-Q,2023.0,Q3,CY2023Q3I
Wells Fargo,stockholders_equity,2023-12-31,185735000000,10-K,2023.0,FY,
Wells Fargo,stockholders_equity,2023-12-31,185735000000,10-Q,2024.0,Q1,
Wells Fargo,stockholders_equity,2024-03-31,180943000000,10-Q,2024.0,Q1,CY2024Q1I
Wells Fargo,stockholders_equity,2024-06-30,176430000000,10-Q,2024.0,Q2,CY2024Q2I
Wells Fargo,stockholders_equity,2024-09-30,183265000000,10-Q,2024.0,Q3,CY2024Q3I
Wells Fargo,stockholders_equity,2024-12-31,179120000000,10-K,2024.0,FY,
Wells Fargo,stockholders_equity,2024-12-31,179120000000,10-Q,2025.0,Q1,
Wells Fargo,stockholders_equity,2025-03-31,181090000000,10-Q,2025.0,Q1,CY2025Q1I
Wells Fargo,stockholders_equity,2025-06-30,181111000000,10-Q,2025.0,Q2,CY2025Q2I
Wells Fargo,stockholders_equity,2025-09-30,181154000000,10-Q,2025.0,Q3,CY2025Q3I
Wells Fargo,stockholders_equity,2025-12-31,181117000000,10-K,2025.0,FY,
Wells Fargo,stockholders_equity,2025-12-31,181117000000,10-Q,2026.0,Q1,CY2025Q4I
Wells Fargo,stockholders_equity,2026-03-31,178396000000,10-Q,2026.0,Q1,CY2026Q1I
Capital One,total_assets,2008-12-31,165913452000,10-Q,2009.0,Q2,
Capital One,total_assets,2008-12-31,165913452000,10-K,2009.0,FY,
Capital One,total_assets,2009-06-30,171911307000,10-Q,2009.0,Q2,CY2009Q2I
Capital One,total_assets,2009-09-30,168503921000,10-Q,2009.0,Q3,CY2009Q3I
Capital One,total_assets,2009-12-31,169646363000,10-K,2009.0,FY,
Capital One,total_assets,2009-12-31,169646363000,10-Q,2010.0,Q1,
Capital One,total_assets,2010-03-31,200707587000,10-Q,2010.0,Q1,CY2010Q1I
Capital One,total_assets,2010-06-30,197489000000,10-Q,2010.0,Q2,CY2010Q2I
Capital One,total_assets,2010-09-30,196933000000,10-Q,2010.0,Q3,CY2010Q3I
Capital One,total_assets,2010-12-31,197503000000,10-Q,2011.0,Q1,
Capital One,total_assets,2010-12-31,197503000000,10-K,2011.0,FY,CY2010Q4I
Capital One,total_assets,2011-03-31,199300000000,10-Q,2011.0,Q1,CY2011Q1I
Capital One,total_assets,2011-06-30,199753000000,10-Q,2011.0,Q2,CY2011Q2I
Capital One,total_assets,2011-09-30,200148000000,10-Q,2011.0,Q3,CY2011Q3I
Capital One,total_assets,2011-12-31,206019000000,10-K,2011.0,FY,
Capital One,total_assets,2011-12-31,206019000000,10-Q,2012.0,Q1,
Capital One,total_assets,2012-03-31,294481000000,10-Q,2012.0,Q1,CY2012Q1I
Capital One,total_assets,2012-06-30,296572000000,10-Q,2012.0,Q2,CY2012Q2I
Capital One,total_assets,2012-09-30,301989000000,10-Q,2012.0,Q3,CY2012Q3I
Capital One,total_assets,2012-12-31,312918000000,10-K,2012.0,FY,
Capital One,total_assets,2012-12-31,312918000000,10-Q,2013.0,Q1,
Capital One,total_assets,2013-03-31,300163000000,10-Q,2013.0,Q1,CY2013Q1I
Capital One,total_assets,2013-06-30,296542000000,10-Q,2013.0,Q2,CY2013Q2I
Capital One,total_assets,2013-09-30,289888000000,10-Q,2013.0,Q3,CY2013Q3I
Capital One,total_assets,2013-12-31,297048000000,10-K,2013.0,FY,
Capital One,total_assets,2013-12-31,296933000000,10-Q,2014.0,Q1,
Capital One,total_assets,2014-03-31,290500000000,10-Q,2014.0,Q1,CY2014Q1I
Capital One,total_assets,2014-06-30,298317000000,10-Q,2014.0,Q2,CY2014Q2I
Capital One,total_assets,2014-09-30,300202000000,10-Q,2014.0,Q3,CY2014Q3I
Capital One,total_assets,2014-12-31,308854000000,10-K,2014.0,FY,
Capital One,total_assets,2014-12-31,308167000000,10-Q,2015.0,Q1,
Capital One,total_assets,2015-03-31,306224000000,10-Q,2015.0,Q1,CY2015Q1I
Capital One,total_assets,2015-06-30,310510000000,10-Q,2015.0,Q2,CY2015Q2I
Capital One,total_assets,2015-09-30,313700000000,10-Q,2015.0,Q3,CY2015Q3I
Capital One,total_assets,2015-12-31,334048000000,10-K,2015.0,FY,
Capital One,total_assets,2015-12-31,334048000000,10-Q,2016.0,Q1,
Capital One,total_assets,2016-03-31,330346000000,10-Q,2016.0,Q1,CY2016Q1I
Capital One,total_assets,2016-06-30,339117000000,10-Q,2016.0,Q2,CY2016Q2I
Capital One,total_assets,2016-09-30,345061000000,10-Q,2016.0,Q3,CY2016Q3I
Capital One,total_assets,2016-12-31,357033000000,10-K,2016.0,Q4,
Capital One,total_assets,2016-12-31,357033000000,10-Q,2017.0,Q1,
Capital One,total_assets,2017-03-31,348549000000,10-Q,2017.0,Q1,CY2017Q1I
Capital One,total_assets,2017-06-30,350593000000,10-Q,2017.0,Q2,CY2017Q2I
Capital One,total_assets,2017-09-30,361402000000,10-Q,2017.0,Q3,CY2017Q3I
Capital One,total_assets,2017-12-31,365693000000,10-K,2017.0,FY,
Capital One,total_assets,2017-12-31,365693000000,10-Q,2018.0,Q1,
Capital One,total_assets,2018-03-31,362857000000,10-Q,2018.0,Q1,CY2018Q1I
Capital One,total_assets,2018-06-30,363989000000,10-Q,2018.0,Q2,CY2018Q2I
Capital One,total_assets,2018-09-30,362909000000,10-Q,2018.0,Q3,CY2018Q3I
Capital One,total_assets,2018-12-31,372538000000,10-K,2018.0,FY,
Capital One,total_assets,2018-12-31,372538000000,10-Q,2019.0,Q1,
Capital One,total_assets,2019-03-31,373191000000,10-Q,2019.0,Q1,CY2019Q1I
Capital One,total_assets,2019-06-30,373619000000,10-Q,2019.0,Q2,CY2019Q2I
Capital One,total_assets,2019-09-30,378810000000,10-Q,2019.0,Q3,CY2019Q3I
Capital One,total_assets,2019-12-31,390365000000,10-K,2019.0,FY,
Capital One,total_assets,2019-12-31,390365000000,10-Q,2020.0,Q1,
Capital One,total_assets,2020-03-31,396878000000,10-Q,2020.0,Q1,CY2020Q1I
Capital One,total_assets,2020-06-30,421296000000,10-Q,2020.0,Q2,CY2020Q2I
Capital One,total_assets,2020-09-30,421883000000,10-Q,2020.0,Q3,CY2020Q3I
Capital One,total_assets,2020-12-31,421602000000,10-K,2020.0,FY,
Capital One,total_assets,2020-12-31,421602000000,10-Q,2021.0,Q1,
Capital One,total_assets,2021-03-31,425175000000,10-Q,2021.0,Q1,CY2021Q1I
Capital One,total_assets,2021-06-30,423420000000,10-Q,2021.0,Q2,CY2021Q2I
Capital One,total_assets,2021-09-30,425377000000,10-Q,2021.0,Q3,CY2021Q3I
Capital One,total_assets,2021-12-31,432381000000,10-K,2021.0,FY,
Capital One,total_assets,2021-12-31,432381000000,10-Q,2022.0,Q1,
Capital One,total_assets,2022-03-31,434195000000,10-Q,2022.0,Q1,CY2022Q1I
Capital One,total_assets,2022-06-30,440288000000,10-Q,2022.0,Q2,CY2022Q2I
Capital One,total_assets,2022-09-30,444232000000,10-Q,2022.0,Q3,CY2022Q3I
Capital One,total_assets,2022-12-31,455249000000,10-K,2022.0,FY,
Capital One,total_assets,2022-12-31,455249000000,10-Q,2023.0,Q1,
Capital One,total_assets,2023-03-31,471660000000,10-Q,2023.0,Q1,CY2023Q1I
Capital One,total_assets,2023-06-30,467800000000,10-Q,2023.0,Q2,CY2023Q2I
Capital One,total_assets,2023-09-30,471435000000,10-Q,2023.0,Q3,CY2023Q3I
Capital One,total_assets,2023-12-31,478464000000,10-K,2023.0,FY,
Capital One,total_assets,2023-12-31,478464000000,10-Q,2024.0,Q1,
Capital One,total_assets,2024-03-31,481720000000,10-Q,2024.0,Q1,CY2024Q1I
Capital One,total_assets,2024-06-30,480018000000,10-Q,2024.0,Q2,CY2024Q2I
Capital One,total_assets,2024-09-30,486433000000,10-Q,2024.0,Q3,CY2024Q3I
Capital One,total_assets,2024-12-31,490144000000,10-K,2024.0,FY,
Capital One,total_assets,2024-12-31,490144000000,10-Q,2025.0,Q1,
Capital One,total_assets,2025-03-31,493604000000,10-Q,2025.0,Q1,CY2025Q1I
Capital One,total_assets,2025-06-30,658968000000,10-Q,2025.0,Q2,CY2025Q2I
Capital One,total_assets,2025-09-30,661877000000,10-Q,2025.0,Q3,CY2025Q3I
Capital One,total_assets,2025-12-31,669009000000,10-K,2025.0,FY,
Capital One,total_assets,2025-12-31,669009000000,10-Q,2026.0,Q1,CY2025Q4I
Capital One,total_assets,2026-03-31,682905000000,10-Q,2026.0,Q1,CY2026Q1I
Capital One,net_income,2007-12-31,1570332000,10-K,2009.0,FY,CY2007
Capital One,net_income,2008-06-30,1001409000,10-Q,2009.0,Q2,
Capital One,net_income,2008-09-30,1375548000,10-Q,2009.0,Q3,
Capital One,net_income,2008-12-31,-45998000,10-K,2009.0,FY,
Capital One,net_income,2009-03-31,-108062000,10-Q,2010.0,Q1,CY2009Q1
Capital One,net_income,2009-06-30,112324000,10-Q,2009.0,Q2,
Capital One,net_income,2009-09-30,537963000,10-Q,2009.0,Q3,
Capital One,net_income,2009-12-31,883781000,10-K,2009.0,FY,
Capital One,net_income,2010-03-31,636000000,10-Q,2011.0,Q1,CY2010Q1
Capital One,net_income,2010-06-30,1244000000,10-Q,2010.0,Q2,
Capital One,net_income,2010-09-30,2046000000,10-Q,2010.0,Q3,
Capital One,net_income,2010-12-31,2743000000,10-K,2011.0,FY,
Capital One,net_income,2011-03-31,1016000000,10-Q,2011.0,Q1,CY2011Q1
Capital One,net_income,2011-06-30,1927000000,10-Q,2011.0,Q2,
Capital One,net_income,2011-09-30,2740000000,10-Q,2011.0,Q3,
Capital One,net_income,2011-12-31,3147000000,10-K,2011.0,FY,
Capital One,net_income,2012-03-31,1403000000,10-Q,2012.0,Q1,
Capital One,net_income,2012-06-30,1496000000,10-Q,2012.0,Q2,
Capital One,net_income,2012-09-30,2674000000,10-Q,2012.0,Q3,
Capital One,net_income,2012-12-31,3517000000,10-K,2012.0,FY,
Capital One,net_income,2013-03-31,1066000000,10-Q,2013.0,Q1,
Capital One,net_income,2013-03-31,1056000000,10-K,2014.0,FY,CY2013Q1
Capital One,net_income,2013-06-30,2183000000,10-Q,2013.0,Q2,
Capital One,net_income,2013-06-30,1108000000,10-K,2014.0,FY,CY2013Q2
Capital One,net_income,2013-09-30,3300000000,10-Q,2013.0,Q3,
Capital One,net_income,2013-09-30,1105000000,10-K,2014.0,FY,CY2013Q3
Capital One,net_income,2013-12-31,4159000000,10-K,2013.0,FY,
Capital One,net_income,2014-03-31,1154000000,10-Q,2014.0,Q1,
Capital One,net_income,2014-03-31,1154000000,10-K,2014.0,FY,
Capital One,net_income,2014-06-30,2348000000,10-Q,2014.0,Q2,
Capital One,net_income,2014-06-30,1194000000,10-K,2014.0,FY,
Capital One,net_income,2014-09-30,3429000000,10-Q,2014.0,Q3,
Capital One,net_income,2014-09-30,1081000000,10-K,2014.0,FY,
Capital One,net_income,2014-12-31,4428000000,10-K,2014.0,FY,
Capital One,net_income,2015-03-31,1153000000,10-Q,2015.0,Q1,
Capital One,net_income,2015-03-31,1153000000,10-K,2015.0,FY,
Capital One,net_income,2015-06-30,2016000000,10-Q,2015.0,Q2,
Capital One,net_income,2015-06-30,863000000,10-K,2015.0,FY,
Capital One,net_income,2015-09-30,3130000000,10-Q,2015.0,Q3,
Capital One,net_income,2015-09-30,1114000000,10-K,2015.0,FY,
Capital One,net_income,2015-12-31,4050000000,10-K,2015.0,FY,
Capital One,net_income,2016-03-31,1013000000,10-Q,2016.0,Q1,
Capital One,net_income,2016-03-31,1013000000,10-K,2016.0,Q4,
Capital One,net_income,2016-06-30,1955000000,10-Q,2016.0,Q2,
Capital One,net_income,2016-06-30,942000000,10-K,2016.0,Q4,
Capital One,net_income,2016-09-30,2960000000,10-Q,2016.0,Q3,
Capital One,net_income,2016-09-30,1005000000,10-K,2016.0,Q4,
Capital One,net_income,2016-12-31,3751000000,10-K,2016.0,Q4,
Capital One,net_income,2017-03-31,810000000,10-Q,2017.0,Q1,
Capital One,net_income,2017-06-30,1846000000,10-Q,2017.0,Q2,
Capital One,net_income,2017-09-30,2953000000,10-Q,2017.0,Q3,
Capital One,net_income,2017-12-31,1982000000,10-K,2017.0,FY,
Capital One,net_income,2018-03-31,1346000000,10-Q,2018.0,Q1,
Capital One,net_income,2018-06-30,3252000000,10-Q,2018.0,Q2,
Capital One,net_income,2018-09-30,4754000000,10-Q,2018.0,Q3,
Capital One,net_income,2018-12-31,6015000000,10-K,2018.0,FY,
Capital One,net_income,2019-03-31,1412000000,10-Q,2019.0,Q1,
Capital One,net_income,2019-06-30,3037000000,10-Q,2019.0,Q2,
Capital One,net_income,2019-09-30,4370000000,10-Q,2019.0,Q3,
Capital One,net_income,2019-12-31,5546000000,10-K,2019.0,FY,
Capital One,net_income,2020-03-31,-1340000000,10-Q,2020.0,Q1,
Capital One,net_income,2020-06-30,-2258000000,10-Q,2020.0,Q2,
Capital One,net_income,2020-09-30,148000000,10-Q,2020.0,Q3,
Capital One,net_income,2020-12-31,2714000000,10-K,2020.0,FY,
Capital One,net_income,2021-03-31,3325000000,10-Q,2021.0,Q1,
Capital One,net_income,2021-06-30,6861000000,10-Q,2021.0,Q2,
Capital One,net_income,2021-09-30,9965000000,10-Q,2021.0,Q3,
Capital One,net_income,2021-12-31,12390000000,10-K,2021.0,FY,
Capital One,net_income,2022-03-31,2403000000,10-Q,2022.0,Q1,
Capital One,net_income,2022-06-30,4434000000,10-Q,2022.0,Q2,
Capital One,net_income,2022-09-30,6128000000,10-Q,2022.0,Q3,
Capital One,net_income,2022-12-31,7360000000,10-K,2022.0,FY,
Capital One,net_income,2023-03-31,960000000,10-Q,2023.0,Q1,
Capital One,net_income,2023-06-30,2391000000,10-Q,2023.0,Q2,
Capital One,net_income,2023-09-30,4181000000,10-Q,2023.0,Q3,
Capital One,net_income,2023-12-31,4887000000,10-K,2023.0,FY,
Capital One,net_income,2024-03-31,1280000000,10-Q,2024.0,Q1,
Capital One,net_income,2024-06-30,1877000000,10-Q,2024.0,Q2,
Capital One,net_income,2024-09-30,3654000000,10-Q,2024.0,Q3,
Capital One,net_income,2024-12-31,4750000000,10-K,2024.0,FY,
Capital One,net_income,2025-03-31,1404000000,10-Q,2025.0,Q1,
Capital One,net_income,2025-06-30,-2873000000,10-Q,2025.0,Q2,
Capital One,net_income,2025-09-30,319000000,10-Q,2025.0,Q3,
Capital One,net_income,2025-12-31,2453000000,10-K,2025.0,FY,CY2025
Capital One,net_income,2026-03-31,2174000000,10-Q,2026.0,Q1,CY2026Q1
Capital One,total_revenue,2009-12-31,12983000000,10-K,2011.0,FY,CY2009
